WKT,id,OBJECTID,LSOA11CD,LSOA11NM,BNG_E,BNG_N,LONG_,LAT,Shape_Leng,Shape__Are,Shape__Len
"POLYGON ((-1.56646547014547 55.0243583546807,-1.56619555928455 55.0238292757955,-1.56924169614349 55.0230356574676,-1.57120818955875 55.0230797473747,-1.57556532202786 55.025328332637,-1.5790741632198 55.0281721316451,-1.57421576772327 55.0277091876205,-1.57259630255776 55.0300900426041,-1.57194080475267 55.0307073013036,-1.571323865642 55.0305309416751,-1.57140098303084 55.0285689408091,-1.57097683739225 55.0273785133173,-1.56793070053331 55.0264526252681,-1.56646547014547 55.0243583546807))",,"8429",E01008499,North Tyneside 014B,"427419","570347",-1.57264,55.0269,2849.09752271,298809.422668457,2849.09752271463
"POLYGON ((-1.55520633137573 55.0297814132544,-1.55273857493304 55.0297814132544,-1.54753315118676 55.0291200646478,-1.54984667285177 55.0257030968474,-1.54795729682534 55.0254606023583,-1.5487670294081 55.0235647363529,-1.54957676199086 55.0231238372818,-1.55131190323962 55.0234986014922,-1.55069496412895 55.0245347143091,-1.55327839665488 55.0248653886124,-1.55485930312597 55.0247551638446,-1.55740417695749 55.0252401528228,-1.55821390954025 55.0240717702845,-1.56141428117685 55.0238072308419,-1.56619555928455 55.0238292757955,-1.56646547014547 55.0243583546807,-1.56422906586929 55.0244465344949,-1.56480744628554 55.0260999060113,-1.56326509850886 55.0265628500359,-1.56068166598293 55.0262983105932,-1.55859949648442 55.0277753224812,-1.55829102692908 55.0284366710877,-1.56110581162152 55.02832644632,-1.56160707464894 55.0295609637189,-1.56291807025911 55.0295609637189,-1.56442185934137 55.0305529866287,-1.56249392462053 55.0308616159784,-1.55802111606816 55.0296932334402,-1.55520633137573 55.0297814132544))",,"8430",E01008500,North Tyneside 012A,"428615","570410",-1.55392,55.0274,5720.35470284,564444.903427124,5720.35470283862
"POLYGON ((-1.52335684978735 55.0291861995085,-1.52019503684516 55.0255267372189,-1.51842133690198 55.023851320749,-1.51429555659937 55.0206768474376,-1.51768872170806 55.0200595887382,-1.52131323898325 55.0181416777792,-1.52173738462183 55.0173480594513,-1.52420514106452 55.0179432731972,-1.52698136706254 55.0141294962328,-1.52875506700572 55.0127186192055,-1.52983471044939 55.0126524843448,-1.53261093644741 55.0136885971618,-1.54020699924754 55.0148790246535,-1.53924303188712 55.0173701044049,-1.5394358253592 55.0180094080579,-1.5414794361633 55.0193982401316,-1.53870321016528 55.021051611648,-1.53924303188712 55.0212720611835,-1.53843329930436 55.0236970060742,-1.54244340352372 55.0242260849594,-1.54228916874606 55.0252181078692,-1.54036123402521 55.0263864904075,-1.53770068411044 55.0258794564758,-1.53538716244543 55.027687142667,-1.53160841039257 55.0283925811806,-1.53014318000472 55.0295389187653,-1.52829236267271 55.0322945379593,-1.52767542356204 55.032603167309,-1.52536190189703 55.0310379756068,-1.52335684978735 55.0291861995085))",,"8431",E01008501,North Tyneside 018D,"430251","569891",-1.52839,55.0227,7031.74159553,2060841.92398071,7031.74159552691
"POLYGON ((-1.55131190323962 55.0234986014922,-1.5533169553493 55.0208752520196,-1.55300848579396 55.0201698135059,-1.55520633137573 55.0191777905961,-1.55632453351382 55.020213903413,-1.55952490515042 55.0212720611835,-1.56206977898194 55.0217350052081,-1.56141428117685 55.0238072308419,-1.55821390954025 55.0240717702845,-1.55740417695749 55.0252401528228,-1.55485930312597 55.0247551638446,-1.55327839665488 55.0248653886124,-1.55069496412895 55.0245347143091,-1.55131190323962 55.0234986014922))",,"8432",E01008502,North Tyneside 014C,"428412","569832",-1.55715,55.0222,2653.34685718,270933.728363037,2653.34685718197
"POLYGON ((-1.54020699924754 55.0148790246535,-1.54032267533079 55.0149010696071,-1.54290610785673 55.0154742383994,-1.5460293621045 55.0152758338175,-1.55119622715637 55.0144822154896,-1.55501353790364 55.013776776976,-1.55686435523565 55.0125863494842,-1.55917787690067 55.0121895403203,-1.55987193340017 55.014416080629,-1.55863805517883 55.0162017218666,-1.55736561826307 55.0168630704732,-1.55489786182039 55.0178330484295,-1.55520633137573 55.0191777905961,-1.55300848579396 55.0201698135059,-1.5533169553493 55.0208752520196,-1.55131190323962 55.0234986014922,-1.54957676199086 55.0231238372818,-1.5487670294081 55.0235647363529,-1.54795729682534 55.0254606023583,-1.54984667285177 55.0257030968474,-1.54753315118676 55.0291200646478,-1.54464124910549 55.0294727839047,-1.54086249705263 55.0303104921396,-1.53916591449829 55.0323827177735,-1.53469310594592 55.0356894608062,-1.534423195085 55.035601280992,-1.52879362570013 55.033242470962,-1.52767542356204 55.032603167309,-1.52829236267271 55.0322945379593,-1.53014318000472 55.0295389187653,-1.53160841039257 55.0283925811806,-1.53538716244543 55.027687142667,-1.53770068411044 55.0258794564758,-1.54036123402521 55.0263864904075,-1.54228916874606 55.0252181078692,-1.54244340352372 55.0242260849594,-1.53843329930436 55.0236970060742,-1.53924303188712 55.0212720611835,-1.53870321016528 55.021051611648,-1.5414794361633 55.0193982401316,-1.5394358253592 55.0180094080579,-1.53924303188712 55.0173701044049,-1.54020699924754 55.0148790246535))",,"8433",E01008503,North Tyneside 018E,"429265","569872",-1.54381,55.0225,8892.04566259,1887027.69546509,8892.04566258706
"POLYGON ((-1.55084919890661 55.0358658204346,-1.55281569232188 55.0370562479264,-1.55505209659806 55.0374751020439,-1.55786688129049 55.0371444277406,-1.56226257245402 55.0372326075548,-1.56276383548144 55.0360642250166,-1.56669682231197 55.0363948993199,-1.56461465281346 55.0390623386996,-1.56384347892512 55.0424131716394,-1.5615299572601 55.042876115664,-1.55852237909558 55.0438901835274,-1.55154325540612 55.0457199146722,-1.54818864899185 55.0425013514536,-1.54367728174507 55.0399000469345,-1.54541242299383 55.036681483716,-1.54822720768626 55.03776168644,-1.54842000115835 55.0366594387625,-1.55084919890661 55.0358658204346))",,"8434",E01008504,North Tyneside 002C,"428567","571885",-1.55453,55.0407,4767.38980983,954157.537033081,4767.38980982782
"POLYGON ((-1.56276383548144 55.0360642250166,-1.56272527678703 55.0357555956669,-1.56257104200936 55.034961977339,-1.55952490515042 55.0326913471232,-1.55578471179198 55.0312584251423,-1.55520633137573 55.0297814132544,-1.55802111606816 55.0296932334402,-1.56249392462053 55.0308616159784,-1.56442185934137 55.0305529866287,-1.56291807025911 55.0295609637189,-1.56160707464894 55.0295609637189,-1.56110581162152 55.02832644632,-1.55829102692908 55.0284366710877,-1.55859949648442 55.0277753224812,-1.56068166598293 55.0262983105932,-1.56326509850886 55.0265628500359,-1.56480744628554 55.0260999060113,-1.56422906586929 55.0244465344949,-1.56646547014547 55.0243583546807,-1.56793070053331 55.0264526252681,-1.57097683739225 55.0273785133173,-1.57140098303084 55.0285689408091,-1.571323865642 55.0305309416751,-1.57194080475267 55.0307073013036,-1.56924169614349 55.0331983810549,-1.56669682231197 55.0363948993199,-1.56276383548144 55.0360642250166))",,"8435",E01008505,North Tyneside 012B,"427996","571081",-1.56354,55.0335,6023.91339969,722933.806365967,6023.91339968781
"POLYGON ((-1.55084919890661 55.0358658204346,-1.55046361196244 55.0351824268745,-1.55239154668329 55.0342565388254,-1.55617029873615 55.0350060672461,-1.55705714870774 55.0341683590111,-1.55937067037276 55.0344549434073,-1.56018040295551 55.0353146965958,-1.56272527678703 55.0357555956669,-1.56276383548144 55.0360642250166,-1.56226257245402 55.0372326075548,-1.55786688129049 55.0371444277406,-1.55505209659806 55.0374751020439,-1.55281569232188 55.0370562479264,-1.55084919890661 55.0358658204346))",,"8436",E01008506,North Tyneside 012C,"428430","571340",-1.55672,55.0358,2318.0535798,204337.379043579,2318.05357979626
"POLYGON ((-1.53469310594592 55.0356894608062,-1.53916591449829 55.0323827177735,-1.54086249705263 55.0303104921396,-1.54464124910549 55.0294727839047,-1.54753315118676 55.0291200646478,-1.55273857493304 55.0297814132544,-1.55520633137573 55.0297814132544,-1.55578471179198 55.0312584251423,-1.55952490515042 55.0326913471232,-1.56257104200936 55.034961977339,-1.56272527678703 55.0357555956669,-1.56018040295551 55.0353146965958,-1.55937067037276 55.0344549434073,-1.55705714870774 55.0341683590111,-1.55617029873615 55.0350060672461,-1.55239154668329 55.0342565388254,-1.55046361196244 55.0351824268745,-1.55084919890661 55.0358658204346,-1.54842000115835 55.0366594387625,-1.54822720768626 55.03776168644,-1.54541242299383 55.036681483716,-1.54367728174507 55.0399000469345,-1.53881888624853 55.0373648772761,-1.53469310594592 55.0356894608062))",,"8437",E01008507,North Tyneside 012D,"429268","571204",-1.54363,55.0345,5982.177828,990838.830154419,5982.17782799556
"POLYGON ((-1.48618626836943 54.9997120966101,-1.4872659118131 54.9993814223068,-1.4886154661177 54.9997120966101,-1.49065907692179 55.0012993332658,-1.4943221528914 55.0005057149379,-1.49582594197366 55.0004836699844,-1.49713693758384 55.0016961424297,-1.49921910708235 55.0012772883122,-1.50033730922044 55.0012552433587,-1.50265083088546 55.0021370415007,-1.50180253960828 55.0032392891783,-1.50014451574836 55.0021590864543,-1.49821658102751 55.0032172442248,-1.49513188547416 55.0042092671346,-1.49459206375232 55.0050910652767,-1.49605729414016 55.0060830881865,-1.49544035502949 55.0067223918395,-1.48857690742328 55.0019386369188,-1.48618626836943 54.9997120966101))",,"8438",E01008508,North Tyneside 026A,"432429","567747",-1.49456,55.0032,4300.21165986,294903.130218506,4300.21165985738
"POLYGON ((-1.49821658102751 55.0032172442248,-1.50014451574836 55.0021590864543,-1.50180253960828 55.0032392891783,-1.50265083088546 55.0021370415007,-1.50033730922044 55.0012552433587,-1.49921910708235 55.0012772883122,-1.49902631361027 54.9997782314707,-1.50110848310878 55.0000648158669,-1.50284362435754 55.0007041195199,-1.50627534816065 55.000549804845,-1.50673805249365 54.9993814223068,-1.50909013285308 54.9993814223068,-1.50835751765916 55.0025338506647,-1.51121086104601 55.0025779405718,-1.51028545238001 55.004385626763,-1.50770201985407 55.0044076717166,-1.50226524394129 55.0056862790225,-1.50099280702553 55.0057083239761,-1.50103136571995 55.004584031345,-1.49821658102751 55.0032172442248))",,"8439",E01008509,North Tyneside 026B,"431793","567740",-1.50451,55.0032,4648.24151121,311641.063430786,4648.24151121076
"POLYGON ((-1.4872659118131 54.9993814223068,-1.48873114220095 54.9987862085609,-1.4920471899208 54.9984334893041,-1.49871784405493 54.9969785223697,-1.50060722008136 54.9967360278806,-1.50068433747019 54.9978823654653,-1.50211100916362 54.9984775792112,-1.50087713094228 54.9992932424926,-1.49902631361027 54.9997782314707,-1.49921910708235 55.0012772883122,-1.49713693758384 55.0016961424297,-1.49582594197366 55.0004836699844,-1.4943221528914 55.0005057149379,-1.49065907692179 55.0012993332658,-1.4886154661177 54.9997120966101,-1.4872659118131 54.9993814223068))",,"8440",E01008510,North Tyneside 026C,"432408","567297",-1.49494,54.9992,3248.81638667,260635.17741394,3248.81638667406
"POLYGON ((-1.49902631361027 54.9997782314707,-1.50087713094228 54.9992932424926,-1.50211100916362 54.9984775792112,-1.50068433747019 54.9978823654653,-1.50060722008136 54.9967360278806,-1.50133983527528 54.9966037581593,-1.50438597213422 54.9960967242276,-1.50739355029874 54.9962069489954,-1.50962995457492 54.9970887471374,-1.50909013285308 54.9993814223068,-1.50673805249365 54.9993814223068,-1.50627534816065 55.000549804845,-1.50284362435754 55.0007041195199,-1.50110848310878 55.0000648158669,-1.49902631361027 54.9997782314707))",,"8441",E01008511,North Tyneside 028A,"431808","567236",-1.50433,54.9987,2939.06244861,229461.414871216,2939.06244860982
"POLYGON ((-1.49821658102751 55.0032172442248,-1.50103136571995 55.004584031345,-1.50099280702553 55.0057083239761,-1.50226524394129 55.0056862790225,-1.50770201985407 55.0044076717166,-1.51028545238001 55.004385626763,-1.50897445676983 55.0068546615608,-1.50581264382764 55.0074939652138,-1.49779243538892 55.0091693816837,-1.49544035502949 55.0067223918395,-1.49605729414016 55.0060830881865,-1.49459206375232 55.0050910652767,-1.49513188547416 55.0042092671346,-1.49821658102751 55.0032172442248))",,"8442",E01008512,North Tyneside 026D,"431902","568062",-1.50277,55.0061,3516.52088841,343017.957977295,3516.52088840661
"POLYGON ((-1.58902230637937 55.0131815632301,-1.59179853237739 55.0133358779049,-1.5931866453764 55.0143719907219,-1.59584719529117 55.013379967812,-1.59411205404241 55.0109991128285,-1.59268538234898 55.0108007082465,-1.59229979540481 55.0098307302902,-1.59095024110022 55.0094780110334,-1.59079600632255 55.0087064376591,-1.6004742386212 55.009742550476,-1.60120685381512 55.0119911357383,-1.59904756692777 55.017656688801,-1.59480611054191 55.022969522607,-1.59345655623732 55.022771118025,-1.59214556062714 55.0180314530114,-1.59079600632255 55.0179653181508,-1.59041041937838 55.0165985310306,-1.59249258887689 55.0157828677492,-1.58902230637937 55.0131815632301))",,"8443",E01008513,North Tyneside 019C,"425990","569376",-1.59508,55.0183,6004.3189196,626354.736114502,6004.31891960217
"POLYGON ((-1.57556532202786 55.025328332637,-1.57120818955875 55.0230797473747,-1.57286621341868 55.0226829382108,-1.57533396986136 55.0206327575305,-1.57942119146956 55.0200816336917,-1.58185038921782 55.0192218805032,-1.58350841307775 55.0181637227327,-1.58481940868793 55.0181196328256,-1.58350841307775 55.0151435640962,-1.58196606530107 55.0130713384623,-1.58212030007874 55.0123218100416,-1.58516643693768 55.0120352256454,-1.58562914127068 55.0140854063257,-1.58902230637937 55.0131815632301,-1.59249258887689 55.0157828677492,-1.59041041937838 55.0165985310306,-1.59079600632255 55.0179653181508,-1.59214556062714 55.0180314530114,-1.59345655623732 55.022771118025,-1.59480611054191 55.022969522607,-1.59245403018248 55.0244244895414,-1.58774986946361 55.0254165124512,-1.58732572382503 55.0259896812435,-1.58875239551845 55.027885547249,-1.58744139990828 55.0286350756697,-1.58578337604835 55.0284587160413,-1.58501220216001 55.0275107830386,-1.5838554413275 55.0279075922025,-1.58161903705132 55.0273785133173,-1.58084786316298 55.0261880858255,-1.5788428110533 55.0260117261971,-1.57668352416595 55.0249535684266,-1.57556532202786 55.025328332637))",,"8444",E01008514,North Tyneside 019D,"426758","569918",-1.58302,55.0231,7342.00495661,1266329.91993713,7342.0049566146
"POLYGON ((-1.5790741632198 55.0281721316451,-1.57556532202786 55.025328332637,-1.57668352416595 55.0249535684266,-1.5788428110533 55.0260117261971,-1.58084786316298 55.0261880858255,-1.58161903705132 55.0273785133173,-1.5838554413275 55.0279075922025,-1.58501220216001 55.0275107830386,-1.58578337604835 55.0284587160413,-1.58744139990828 55.0286350756697,-1.58875239551845 55.027885547249,-1.59071888893372 55.0308616159784,-1.59210700193273 55.0346533479893,-1.59260826496015 55.0389300689783,-1.59172141498856 55.0394591478635,-1.58643887385344 55.0391946084209,-1.58177327182899 55.0315890994456,-1.5790741632198 55.0281721316451))",,"8445",E01008516,North Tyneside 014D,"426683","570862",-1.5841,55.0316,4787.49872693,735518.04335022,4787.49872693187
"POLYGON ((-1.46305105171927 55.047152836653,-1.46270402346952 55.0438020037132,-1.46455484080153 55.0435815541777,-1.46559592555079 55.042876115664,-1.46482475166245 55.0420824973362,-1.46644421682796 55.0414872835903,-1.46848782763206 55.0414872835903,-1.46968314715898 55.0426336211749,-1.46929756021482 55.0432508798744,-1.47110981885241 55.0450365211121,-1.47265216662909 55.0451908357869,-1.47488857090527 55.0467339825355,-1.4747343361276 55.0467780724426,-1.47265216662909 55.0475716907705,-1.46779377113256 55.0490487026584,-1.46555736685637 55.0496880063114,-1.4642463712462 55.04887234303,-1.46305105171927 55.047152836653))",,"8446",E01008517,North Tyneside 005A,"434049","572441",-1.46868,55.0453,3352.49793798,404929.954544067,3352.4979379773
"POLYGON ((-1.47886011643021 55.0431627000602,-1.48024822942922 55.0427218009891,-1.48125075548406 55.040715710216,-1.48209904676123 55.0400543616094,-1.48148210765056 55.0383789451395,-1.48190625328915 55.0386655295357,-1.48815276178469 55.03776168644,-1.49166160297663 55.0375853268116,-1.49004213781112 55.0385773497215,-1.49065907692179 55.039238698328,-1.48826843786794 55.0416636432187,-1.48587779881409 55.043515419317,-1.48329436628816 55.0425895312678,-1.48005543595714 55.0446617569017,-1.47832029470838 55.0454553752295,-1.47812750123629 55.0445074422268,-1.47886011643021 55.0431627000602))",,"8447",E01008518,North Tyneside 007A,"433019","571914",-1.48486,55.0406,3206.13395991,318096.699783325,3206.13395990929
"POLYGON ((-1.46968314715898 55.0426336211749,-1.47388604485043 55.0412227441476,-1.47442586657227 55.0417518230329,-1.47704785779262 55.0412888790083,-1.47731776865354 55.0421706771504,-1.47886011643021 55.0431627000602,-1.47812750123629 55.0445074422268,-1.47832029470838 55.0454553752295,-1.47488857090527 55.0467339825355,-1.47265216662909 55.0451908357869,-1.47110981885241 55.0450365211121,-1.46929756021482 55.0432508798744,-1.46968314715898 55.0426336211749))",,"8448",E01008519,North Tyneside 005B,"433704","572288",-1.4741,55.044,2261.16200232,232441.335906982,2261.16200232355
"POLYGON ((-1.45449102155872 55.0476819155382,-1.45271732161554 55.0457199146722,-1.45564778239122 55.044992431205,-1.45961932791617 55.0426556661285,-1.46216420174768 55.0412006991941,-1.46443916471828 55.0409361597515,-1.46644421682796 55.0414872835903,-1.46482475166245 55.0420824973362,-1.46559592555079 55.042876115664,-1.46455484080153 55.0435815541777,-1.46270402346952 55.0438020037132,-1.46305105171927 55.047152836653,-1.46108455830401 55.0466237577678,-1.45449102155872 55.0476819155382))",,"8449",E01008520,North Tyneside 003A,"434629","572388",-1.45961,55.0448,3324.75647613,303710.103042603,3324.75647613349
"POLYGON ((-1.47388604485043 55.0412227441476,-1.47693218170937 55.0402086762843,-1.47758767951445 55.0393709680493,-1.47565974479361 55.0380703157898,-1.47400172093368 55.0389300689783,-1.471533964491 55.0375853268116,-1.47330766443418 55.0367476185767,-1.47685506432053 55.0350281121997,-1.47797326645862 55.0354910562242,-1.47939993815205 55.0370562479264,-1.48148210765056 55.0383789451395,-1.48209904676123 55.0400543616094,-1.48125075548406 55.040715710216,-1.48024822942922 55.0427218009891,-1.47886011643021 55.0431627000602,-1.47731776865354 55.0421706771504,-1.47704785779262 55.0412888790083,-1.47442586657227 55.0417518230329,-1.47388604485043 55.0412227441476))",,"8450",E01008521,North Tyneside 005C,"433534","571514",-1.47685,55.037,3187.37700407,281290.517700195,3187.37700407266
"POLYGON ((-1.46644421682796 55.0414872835903,-1.46443916471828 55.0409361597515,-1.46602007118938 55.0403850359127,-1.46895053196506 55.0387316643963,-1.471533964491 55.0375853268116,-1.47400172093368 55.0389300689783,-1.47565974479361 55.0380703157898,-1.47758767951445 55.0393709680493,-1.47693218170937 55.0402086762843,-1.47388604485043 55.0412227441476,-1.46968314715898 55.0426336211749,-1.46848782763206 55.0414872835903,-1.46644421682796 55.0414872835903))",,"8451",E01008522,North Tyneside 005D,"433864","571865",-1.47164,55.0401,2521.11386716,230696.632339478,2521.11386715994
"POLYGON ((-1.45449102155872 55.0476819155382,-1.46108455830401 55.0466237577678,-1.46305105171927 55.047152836653,-1.4642463712462 55.04887234303,-1.46555736685637 55.0496880063114,-1.46436204732945 55.0501068604289,-1.45958076922175 55.0520468163415,-1.45830833230599 55.0522452209234,-1.45699733669582 55.0504154897786,-1.45449102155872 55.0476819155382))",,"8452",E01008523,North Tyneside 003B,"434562","572903",-1.4606,55.0494,2348.69970121,241337.833633423,2348.6997012148
"POLYGON ((-1.44496702403773 55.0117486412492,-1.44311620670572 55.0117927311563,-1.4428462958448 55.0104920788968,-1.43902898509753 55.0076482798886,-1.4426149436783 55.0063476276291,-1.44404161537173 55.0043194919024,-1.44689495875858 55.0055760542548,-1.4496711847566 55.0077805496099,-1.45055803472819 55.0073176055854,-1.45055803472819 55.0081553138203,-1.4521774998937 55.0095661908476,-1.45433678678105 55.0088166624269,-1.45348849550388 55.0091693816837,-1.45707445408465 55.011021157782,-1.45668886714048 55.0114179669459,-1.45518507805822 55.0115502366673,-1.4526402042267 55.0099189101044,-1.45105929775561 55.0109329779678,-1.44997965431194 55.0102054945006,-1.44836018914642 55.0107125284323,-1.44893856956268 55.0120572705989,-1.44481278926007 55.0130713384623,-1.44496702403773 55.0117486412492))",,"8453",E01008524,North Tyneside 022B,"435530","568394",-1.446,55.0089,4673.98022537,446273.924453735,4673.98022536698
"POLYGON ((-1.44685640006416 55.0194864199458,-1.44974830214543 55.018935296107,-1.45098218036678 55.0182298575934,-1.45341137811504 55.0177448686152,-1.4519461477272 55.0156726429814,-1.4503652412561 55.0149892494213,-1.45530075414147 55.0146365301645,-1.45545498891914 55.0154301484923,-1.45437534547546 55.0163339915879,-1.4551465193638 55.0181416777792,-1.4564960736684 55.0188471162928,-1.45826977361157 55.0188030263857,-1.45819265622274 55.0198832291097,-1.45931085836083 55.0210295666944,-1.46096888222076 55.0211397914622,-1.45364273028154 55.0227490730714,-1.4492084804236 55.0234765565386,-1.44820595436876 55.0236308712135,-1.44816739567434 55.0215806905332,-1.44685640006416 55.0194864199458))",,"8454",E01008525,North Tyneside 017A,"435014","569483",-1.45394,55.0187,4230.98354532,400766.455383301,4230.98354532265
"POLYGON ((-1.45545498891914 55.0154301484923,-1.46054473658217 55.0157387778421,-1.46054473658217 55.0148349347464,-1.45749859972324 55.0145924402574,-1.45772995188974 55.0135342824869,-1.46235699521977 55.0131815632301,-1.46478619296803 55.0127627091126,-1.46605862988379 55.0138649567902,-1.46910476674273 55.015297878771,-1.46941323629807 55.0169953401945,-1.46941323629807 55.0198170942491,-1.46790944721581 55.0198611841562,-1.46362943213553 55.0200595887382,-1.46096888222076 55.0211397914622,-1.45931085836083 55.0210295666944,-1.45819265622274 55.0198832291097,-1.45826977361157 55.0188030263857,-1.4564960736684 55.0188471162928,-1.4551465193638 55.0181416777792,-1.45437534547546 55.0163339915879,-1.45545498891914 55.0154301484923))",,"8455",E01008526,North Tyneside 020C,"434502","569277",-1.46197,55.0168,4195.02953354,591506.931762695,4195.02953354129
"POLYGON ((-1.44631657834233 55.0175905539404,-1.44469711317682 55.0149451595142,-1.446933517453 55.0144822154896,-1.44755045656367 55.013578372394,-1.44936271520126 55.0132036081836,-1.4503652412561 55.0149892494213,-1.4519461477272 55.0156726429814,-1.45341137811504 55.0177448686152,-1.45098218036678 55.0182298575934,-1.44974830214543 55.018935296107,-1.44685640006416 55.0194864199458,-1.44631657834233 55.0175905539404))",,"8456",E01008527,North Tyneside 017B,"435330","569206",-1.44903,55.0162,2555.60761627,203061.127288818,2555.60761626658
"POLYGON ((-1.45545498891914 55.0154301484923,-1.45530075414147 55.0146365301645,-1.4503652412561 55.0149892494213,-1.44936271520126 55.0132036081836,-1.4496711847566 55.0128508889268,-1.45360417158713 55.0127627091126,-1.45518507805822 55.0115502366673,-1.45668886714048 55.0114179669459,-1.45668886714048 55.0127186192055,-1.45772995188974 55.0135342824869,-1.45749859972324 55.0145924402574,-1.46054473658217 55.0148349347464,-1.46054473658217 55.0157387778421,-1.45545498891914 55.0154301484923))",,"8457",E01008528,North Tyneside 022C,"435040","568931",-1.4536,55.0137,2800.98539073,171162.349151611,2800.98539073101
"POLYGON ((-1.44338611756664 55.0125643045306,-1.44496702403773 55.0117486412492,-1.44481278926007 55.0130713384623,-1.44893856956268 55.0120572705989,-1.44836018914642 55.0107125284323,-1.44997965431194 55.0102054945006,-1.45105929775561 55.0109329779678,-1.4526402042267 55.0099189101044,-1.45518507805822 55.0115502366673,-1.45360417158713 55.0127627091126,-1.4496711847566 55.0128508889268,-1.44936271520126 55.0132036081836,-1.44755045656367 55.013578372394,-1.446933517453 55.0144822154896,-1.44469711317682 55.0149451595142,-1.44234503281738 55.0151435640962,-1.44338611756664 55.0125643045306))",,"8458",E01008529,North Tyneside 022D,"435255","568803",-1.45025,55.0125,3274.3734089,186664.525878906,3274.3734088963
"POLYGON ((-1.45668886714048 55.0114179669459,-1.45707445408465 55.011021157782,-1.45348849550388 55.0091693816837,-1.45433678678105 55.0088166624269,-1.46012059094359 55.0078025945635,-1.46208708435885 55.0097866403831,-1.46370654952436 55.0111534275033,-1.46478619296803 55.0127627091126,-1.46235699521977 55.0131815632301,-1.45772995188974 55.0135342824869,-1.45668886714048 55.0127186192055,-1.45668886714048 55.0114179669459))",,"8459",E01008530,North Tyneside 020D,"434688","568583",-1.45915,55.0106,2520.93779542,251248.153427124,2520.93779542269
"POLYGON ((-1.54656918382634 55.0074278303531,-1.54575945124358 55.0051792450909,-1.54753315118676 55.0046942561127,-1.54976955546294 55.0053996946264,-1.55054072935128 55.0040549524597,-1.55316272057163 55.0043194919024,-1.55327839665488 55.0018945470117,-1.55586182918081 55.0027322552466,-1.55883084865092 55.0017622772904,-1.55848382040117 55.0055319643477,-1.55856093779 55.0093236963586,-1.55948634645601 55.0120572705989,-1.55917787690067 55.0121895403203,-1.55686435523565 55.0125863494842,-1.55501353790364 55.013776776976,-1.55119622715637 55.0144822154896,-1.5508106402122 55.0106684385252,-1.5510419923787 55.009301651405,-1.54953820329644 55.0077364597028,-1.54656918382634 55.0074278303531))",,"8460",E01008531,North Tyneside 025A,"428710","568396",-1.55264,55.0093,4468.39092724,700193.008270264,4468.39092724263
"POLYGON ((-1.53835618191553 55.0043194919024,-1.5435230469674 55.0035699634816,-1.54734035771467 55.0021370415007,-1.55023225979594 55.0017843222439,-1.54957676199086 54.999668006703,-1.5508106402122 54.9996459617494,-1.55189028365587 55.0006600296128,-1.55162037279495 55.0018504571046,-1.55327839665488 55.0018945470117,-1.55316272057163 55.0043194919024,-1.55054072935128 55.0040549524597,-1.54976955546294 55.0053996946264,-1.54753315118676 55.0046942561127,-1.54575945124358 55.0051792450909,-1.54656918382634 55.0074278303531,-1.54572089254916 55.0065239872575,-1.54090105574705 55.0067664817466,-1.5419421404963 55.0095882358012,-1.54032267533079 55.0149010696071,-1.54020699924754 55.0148790246535,-1.53261093644741 55.0136885971618,-1.52983471044939 55.0126524843448,-1.52968047567172 55.0122336302274,-1.53299652339158 55.0102275394542,-1.53330499294691 55.0068326166072,-1.53638968850027 55.0068105716537,-1.5389731210262 55.005223334998,-1.53835618191553 55.0043194919024))",,"8461",E01008532,North Tyneside 025B,"429700","568154",-1.53718,55.0071,6630.11916461,803648.736099243,6630.11916460738
"POLYGON ((-1.54051546880288 55.000549804845,-1.54151799485772 55.0003514002631,-1.54059258619171 54.9987200737003,-1.53831762322111 54.9979264553724,-1.54051546880288 54.9973532865801,-1.54198069919072 54.9982571296757,-1.54371584043948 54.998389399397,-1.54572089254916 54.9979044104189,-1.54822720768626 54.9976839608833,-1.54961532068527 54.9985437140718,-1.54687765338167 54.9992050626784,-1.54753315118676 55.0000427709134,-1.54957676199086 54.999668006703,-1.55023225979594 55.0017843222439,-1.54734035771467 55.0021370415007,-1.5435230469674 55.0035699634816,-1.53835618191553 55.0043194919024,-1.53870321016528 55.0036360983423,-1.54093961444146 55.0021370415007,-1.54051546880288 55.000549804845))",,"8462",E01008533,North Tyneside 030A,"429245","567438",-1.54437,55.0007,4319.20588632,325073.201080322,4319.20588631621
"POLYGON ((-1.54957676199086 54.999668006703,-1.54753315118676 55.0000427709134,-1.54687765338167 54.9992050626784,-1.54961532068527 54.9985437140718,-1.56052743120526 54.9959424095528,-1.56025752034434 54.9964053535773,-1.55890796603975 54.9999986810062,-1.55883084865092 55.0017622772904,-1.55586182918081 55.0027322552466,-1.55327839665488 55.0018945470117,-1.55162037279495 55.0018504571046,-1.55189028365587 55.0006600296128,-1.5508106402122 54.9996459617494,-1.54957676199086 54.999668006703))",,"8463",E01008534,North Tyneside 025C,"428595","567286",-1.55455,54.9993,3060.26500104,317946.123184204,3060.26500103918
