WKT,id,OBJECTID,LSOA11CD,LSOA11NM,BNG_E,BNG_N,LONG_,LAT,Shape_Leng,Shape__Are,Shape__Len
"POLYGON ((-1.62977884637806 55.0092796064515,-1.63070425504407 55.00846394317,-1.63012587462781 55.0074939652138,-1.63429021362484 55.0069648863285,-1.63614103095686 55.0070310211892,-1.63880158087162 55.0079569092384,-1.63880158087162 55.0098527752438,-1.63895581564929 55.0108888880607,-1.63575544401269 55.0126745292984,-1.63521562229085 55.0142617659541,-1.62981740507248 55.0132917879978,-1.63039578548873 55.0115061467602,-1.63255507237608 55.0108888880607,-1.62977884637806 55.0092796064515))",,"8289",E01008353,Newcastle upon Tyne 006A,"423492","568507",-1.63421,55.0106,3409.75697753,312718.359909058,3409.75697753327
"POLYGON ((-1.60575677975632 55.0089930220553,-1.60672074711674 55.0083537184023,-1.60810886011575 55.006303537722,-1.6109622035026 55.0057303689296,-1.61188761216861 55.005862638651,-1.61462527947221 55.0073396505389,-1.61724727069256 55.0073176055854,-1.61682312505398 55.0077585046564,-1.61736294677581 55.0099189101044,-1.61632186202655 55.0107566183394,-1.61481807294429 55.010580258711,-1.61354563602854 55.0109991128285,-1.61022958830868 55.0102936743148,-1.60783894925483 55.0102936743148,-1.60718345144974 55.0112636522711,-1.60494704717356 55.010778663293,-1.60598813192282 55.0098086853367,-1.60575677975632 55.0089930220553))",,"8290",E01008354,Newcastle upon Tyne 005B,"424929","568295",-1.61176,55.0086,2904.38146063,306341.234313965,2904.38146063367
"POLYGON ((-1.6207561118845 55.0122556751809,-1.62048620102358 55.0104038990826,-1.61736294677581 55.0099189101044,-1.61682312505398 55.0077585046564,-1.61724727069256 55.0073176055854,-1.62091034666217 55.0073176055854,-1.62623144649171 55.0060830881865,-1.62943181812831 55.007824639517,-1.62638568126937 55.0084198532629,-1.6280437051293 55.009500055987,-1.62684838560238 55.0110432027356,-1.62480477479828 55.0116163715279,-1.62241413574443 55.011660461435,-1.6207561118845 55.0122556751809))",,"8291",E01008355,Newcastle upon Tyne 006B,"424298","568357",-1.62162,55.0092,3004.57633014,315503.286590576,3004.57633014317
"POLYGON ((-1.62977884637806 55.0092796064515,-1.6280437051293 55.009500055987,-1.62638568126937 55.0084198532629,-1.62943181812831 55.007824639517,-1.62623144649171 55.0060830881865,-1.62927758335064 55.0053115148122,-1.63860878739954 55.0022913561756,-1.64099942645339 55.0059508184652,-1.64123077861989 55.0067223918395,-1.64096086775897 55.0087505275662,-1.63926428520463 55.0087946174733,-1.63880158087162 55.0098527752438,-1.63880158087162 55.0079569092384,-1.63614103095686 55.0070310211892,-1.63429021362484 55.0069648863285,-1.63012587462781 55.0074939652138,-1.63070425504407 55.00846394317,-1.62977884637806 55.0092796064515))",,"8292",E01008356,Newcastle upon Tyne 006C,"423524","568006",-1.63375,55.0061,4049.5974572,383566.141571045,4049.59745720123
"POLYGON ((-1.60953553180918 55.0229033877463,-1.60841732967109 55.0209634318338,-1.60995967744776 55.0197289144349,-1.61022958830868 55.018295992454,-1.61250455127928 55.0180755429185,-1.61493374902755 55.0181637227327,-1.61628330333214 55.0173039695442,-1.61878961846924 55.0179653181508,-1.6234937791881 55.0169071603803,-1.62503612696478 55.0165985310306,-1.62653991604704 55.0169071603803,-1.62750388340746 55.0189132511535,-1.62746532471305 55.0198391392026,-1.62677126821354 55.0198832291097,-1.62700262038004 55.0221538593256,-1.62800514643488 55.0233001969102,-1.62549883129778 55.0233222418638,-1.62195143141143 55.0231679271889,-1.61817267935857 55.0221097694184,-1.61728582938698 55.0236749611206,-1.6132371664732 55.0238733657026,-1.61227319911278 55.0231017923283,-1.60953553180918 55.0229033877463))",,"8293",E01008357,Newcastle upon Tyne 002D,"424517","569590",-1.61809,55.0203,4532.42669399,710963.141937256,4532.42669399227
"POLYGON ((-1.6100367948366 55.0165323961699,-1.61462527947221 55.0162017218666,-1.6159748337768 55.0157167328885,-1.61821123805298 55.0133579228585,-1.62079467057892 55.0126524843448,-1.6207561118845 55.0122556751809,-1.62241413574443 55.011660461435,-1.62480477479828 55.0116163715279,-1.62557594868662 55.0116825063886,-1.62723397254655 55.013776776976,-1.62723397254655 55.0149892494213,-1.62511324435361 55.0151215191426,-1.62522892043686 55.0160033172847,-1.6234937791881 55.0169071603803,-1.61878961846924 55.0179653181508,-1.61628330333214 55.0173039695442,-1.61493374902755 55.0181637227327,-1.61250455127928 55.0180755429185,-1.61022958830868 55.018295992454,-1.60995967744776 55.0197289144349,-1.60841732967109 55.0209634318338,-1.60953553180918 55.0229033877463,-1.60621948408932 55.0231017923283,-1.60109117773187 55.0221097694184,-1.60209370378671 55.0203902630414,-1.60672074711674 55.0174803291726,-1.60857156444875 55.0172598796371,-1.6100367948366 55.0165323961699))",,"8294",E01008358,Newcastle upon Tyne 002E,"424902","569265",-1.6121,55.0173,5745.69539092,664152.346115112,5745.69539092264
"POLYGON ((-1.57718478719337 54.9870362483179,-1.57571955680553 54.9833326961213,-1.57552676333345 54.982803617236,-1.57857290019238 54.9830681566787,-1.57930551538631 54.9847656181021,-1.58204318268991 54.9847656181021,-1.58219741746758 54.9851403823125,-1.58215885877316 54.9858458208262,-1.5808864218574 54.9867055740147,-1.57965254363606 54.9865733042934,-1.57733902197104 54.9870362483179,-1.57718478719337 54.9870362483179))",,"8295",E01008359,Newcastle upon Tyne 018B,"427026","565666",-1.57922,54.9849,1868.34620129,110785.615615845,1868.34620128665
"POLYGON ((-1.56511591584088 54.9889100693698,-1.5683548461719 54.9858458208262,-1.57074548522575 54.9842144942633,-1.57517973508369 54.9820761337688,-1.57552676333345 54.982803617236,-1.57571955680553 54.9833326961213,-1.57437000250094 54.9837956401459,-1.57475558944511 54.9847876630557,-1.57251918516893 54.9850962924054,-1.5735988286126 54.9861544501759,-1.57047557436483 54.9863528547578,-1.57059125044808 54.9868598886895,-1.57371450469585 54.987080338225,-1.57363738730702 54.9895934629299,-1.56928025483791 54.9894391482551,-1.56816205269981 54.9888439345092,-1.56511591584088 54.9889100693698))",,"8296",E01008360,Newcastle upon Tyne 018C,"427588","565894",-1.57042,54.9869,3347.59337696,246742.227554321,3347.59337695622
"POLYGON ((-1.57371450469585 54.987080338225,-1.57059125044808 54.9868598886895,-1.57047557436483 54.9863528547578,-1.5735988286126 54.9861544501759,-1.57251918516893 54.9850962924054,-1.57475558944511 54.9847876630557,-1.57437000250094 54.9837956401459,-1.57571955680553 54.9833326961213,-1.57718478719337 54.9870362483179,-1.57691487633246 54.9878960015064,-1.57433144380652 54.9878519115993,-1.57371450469585 54.987080338225))",,"8297",E01008361,Newcastle upon Tyne 018D,"427316","565751",-1.57468,54.9856,2005.0654369,98283.1078033447,2005.06543690382
"POLYGON ((-1.57552676333345 54.982803617236,-1.57517973508369 54.9820761337688,-1.58053939360765 54.9803125374847,-1.58119489141274 54.9815029649765,-1.58204318268991 54.9847656181021,-1.57930551538631 54.9847656181021,-1.57857290019238 54.9830681566787,-1.57552676333345 54.982803617236))",,"8298",E01008362,Newcastle upon Tyne 018E,"427072","565409",-1.57853,54.9826,1751.8906533,114473.611557007,1751.89065329603
"POLYGON ((-1.56511591584088 54.9889100693698,-1.56816205269981 54.9888439345092,-1.56928025483791 54.9894391482551,-1.57363738730702 54.9895934629299,-1.57425432641769 54.9909822950037,-1.57614370244412 54.9909822950037,-1.57703055241571 54.993032475684,-1.57598946766645 54.9932308802659,-1.57147810041967 54.9938260940118,-1.56488456367438 54.9948401618752,-1.5606045485941 54.9958542297386,-1.56295662895353 54.9923049922168,-1.56257104200936 54.9922388573561,-1.56307230503678 54.991555463796,-1.56511591584088 54.9889100693698))",,"8299",E01008363,Newcastle upon Tyne 012E,"427623","566505",-1.56981,54.9924,3359.33072006,438109.12210083,3359.33072005512
"POLYGON ((-1.57363738730702 54.9895934629299,-1.57371450469585 54.987080338225,-1.57433144380652 54.9878519115993,-1.57691487633246 54.9878960015064,-1.57718478719337 54.9870362483179,-1.57733902197104 54.9870362483179,-1.57772460891521 54.9870142033644,-1.57915128060864 54.9907618454681,-1.5811177740239 54.9919743179135,-1.57703055241571 54.993032475684,-1.57614370244412 54.9909822950037,-1.57425432641769 54.9909822950037,-1.57363738730702 54.9895934629299))",,"8300",E01008364,Newcastle upon Tyne 018F,"427156","566272",-1.57713,54.9903,2515.51218043,170126.877456665,2515.51218042941
"POLYGON ((-1.57733902197104 54.9870362483179,-1.57965254363606 54.9865733042934,-1.5808864218574 54.9867055740147,-1.58215885877316 54.9858458208262,-1.58335417830008 54.9860221804546,-1.58505076085443 54.9869480685037,-1.5861304042981 54.9884471253452,-1.58763419338036 54.9895052831157,-1.58593761082602 54.9904091262113,-1.583624089161 54.9911806995856,-1.5811177740239 54.9919743179135,-1.57915128060864 54.9907618454681,-1.57772460891521 54.9870142033644,-1.57733902197104 54.9870362483179))",,"8301",E01008365,Newcastle upon Tyne 012F,"426819","566097",-1.58242,54.9888,2336.11494456,268763.576889038,2336.11494456031
"POLYGON ((-1.59349511493173 54.9923270371703,-1.59384214318149 54.9912468344463,-1.59260826496015 54.9896595977906,-1.59195276715506 54.9891746088124,-1.58967780418446 54.9892407436731,-1.58894518899054 54.9888880244163,-1.59280105843223 54.9885132602059,-1.59368790840382 54.9879400914135,-1.59669548656834 54.9878519115993,-1.59538449095816 54.9885353051594,-1.59480611054191 54.9896155078835,-1.59873909737244 54.9897918675119,-1.60170811684254 54.9903650363042,-1.60166955814812 54.9921065876348,-1.60155388206487 54.9927018013807,-1.59765945392876 54.99263566652,-1.59542304965258 54.9920184078206,-1.59349511493173 54.9923270371703))",,"8302",E01008366,Newcastle upon Tyne 013A,"425872","566268",-1.5972,54.9903,2985.28268917,197370.931304932,2985.28268917477
"POLYGON ((-1.60244073203646 54.9919522729599,-1.60294199506388 54.9895273280693,-1.60112973642629 54.9888439345092,-1.60109117773187 54.987719641878,-1.59708107351251 54.9875653272032,-1.59669548656834 54.9878519115993,-1.59368790840382 54.9879400914135,-1.59704251481809 54.9851624272661,-1.60355893417455 54.983002021818,-1.6036746102578 54.9839719997743,-1.60236361464763 54.984082224542,-1.60085982556537 54.9860442254081,-1.60066703209328 54.9871685180392,-1.60463857761823 54.9870582932715,-1.60564110367307 54.9878739565529,-1.60564110367307 54.9906957106075,-1.60498560586798 54.9924372619381,-1.60244073203646 54.9919522729599))",,"8303",E01008367,Newcastle upon Tyne 017A,"425706","565780",-1.59984,54.986,4492.28875973,267737.762176514,4492.28875973297
"POLYGON ((-1.59669548656834 54.9878519115993,-1.59708107351251 54.9875653272032,-1.60109117773187 54.987719641878,-1.60112973642629 54.9888439345092,-1.60294199506388 54.9895273280693,-1.60244073203646 54.9919522729599,-1.60166955814812 54.9921065876348,-1.60170811684254 54.9903650363042,-1.59873909737244 54.9897918675119,-1.59480611054191 54.9896155078835,-1.59538449095816 54.9885353051594,-1.59669548656834 54.9878519115993))",,"8304",E01008368,Newcastle upon Tyne 017B,"425752","566098",-1.59909,54.9888,2468.9944667,124768.627746582,2468.99446669894
"POLYGON ((-1.60826309489342 54.9961849040418,-1.60891859269851 54.9959203645992,-1.61192617086303 54.9941567683151,-1.61169481869652 54.9919081830528,-1.60810886011575 54.9914672839818,-1.60826309489342 54.9924593068916,-1.6064122775614 54.9923049922168,-1.60683642319999 54.9908720702359,-1.60564110367307 54.9906957106075,-1.60564110367307 54.9878739565529,-1.60861012314317 54.987477147389,-1.61107787958585 54.9884250803917,-1.61377698819504 54.9872126079464,-1.61636042072097 54.995391285714,-1.6162061859433 54.9954574205746,-1.61130923175235 54.997948500326,-1.61015247091985 54.996273083856,-1.60826309489342 54.9961849040418))",,"8305",E01008369,Newcastle upon Tyne 013B,"425002","566235",-1.6108,54.9901,4586.13443491,436058.945541382,4586.13443490731
"POLYGON ((-1.60564110367307 54.9878739565529,-1.60463857761823 54.9870582932715,-1.60066703209328 54.9871685180392,-1.60085982556537 54.9860442254081,-1.60236361464763 54.984082224542,-1.6036746102578 54.9839719997743,-1.60355893417455 54.983002021818,-1.6075304796995 54.9812604704874,-1.60995967744776 54.9823186282579,-1.61250455127928 54.983002021818,-1.61377698819504 54.9872126079464,-1.61107787958585 54.9884250803917,-1.60861012314317 54.987477147389,-1.60564110367307 54.9878739565529))",,"8306",E01008370,Newcastle upon Tyne 017C,"425204","565653",-1.60769,54.9848,3113.75841517,405644.235900879,3113.75841516799
"POLYGON ((-1.59769801262318 54.997551691162,-1.59476755184749 54.9950606114107,-1.59349511493173 54.9923270371703,-1.59542304965258 54.9920184078206,-1.59765945392876 54.99263566652,-1.60155388206487 54.9927018013807,-1.6027492015918 54.9939363187796,-1.60494704717356 54.9949503866429,-1.60540975150656 54.9960085444134,-1.60826309489342 54.9961849040418,-1.61015247091985 54.996273083856,-1.61130923175235 54.997948500326,-1.60934273833709 54.9986759837932,-1.6059495732284 54.998830298468,-1.6027492015918 54.9986980287467,-1.59769801262318 54.997551691162))",,"8307",E01008371,Newcastle upon Tyne 013C,"425676","566824",-1.60022,54.9953,3404.92034694,456694.903610229,3404.92034694207
"POLYGON ((-1.60155388206487 54.9927018013807,-1.60166955814812 54.9921065876348,-1.60244073203646 54.9919522729599,-1.60498560586798 54.9924372619381,-1.60564110367307 54.9906957106075,-1.60683642319999 54.9908720702359,-1.6064122775614 54.9923049922168,-1.60633516017257 54.9942449481293,-1.60876435792084 54.9944874426184,-1.60891859269851 54.9959203645992,-1.60826309489342 54.9961849040418,-1.60540975150656 54.9960085444134,-1.60494704717356 54.9949503866429,-1.6027492015918 54.9939363187796,-1.60155388206487 54.9927018013807))",,"8308",E01008372,Newcastle upon Tyne 013D,"425349","566604",-1.60535,54.9934,2342.66257261,127972.033828735,2342.66257260943
"POLYGON ((-1.60891859269851 54.9959203645992,-1.60876435792084 54.9944874426184,-1.60633516017257 54.9942449481293,-1.6064122775614 54.9923049922168,-1.60826309489342 54.9924593068916,-1.60810886011575 54.9914672839818,-1.61169481869652 54.9919081830528,-1.61192617086303 54.9941567683151,-1.60891859269851 54.9959203645992))",,"8309",E01008373,Newcastle upon Tyne 013E,"425099","566644",-1.60925,54.9938,2052.90215756,105251.487030029,2052.90215756457
"POLYGON ((-1.63860878739954 55.0022913561756,-1.63845455262187 55.0021149965472,-1.63864734609396 55.0013654681264,-1.64072951559247 55.0015418277549,-1.64423835678441 55.0004395800773,-1.64632052628292 55.0007261644734,-1.64686034800476 55.0023574910363,-1.64574214586667 55.0027983901073,-1.64666755453268 55.0040108625526,-1.64620485019967 55.0050690203231,-1.64689890669918 55.0064358074433,-1.64624340889409 55.0064137624897,-1.64342862420165 55.0063917175362,-1.64123077861989 55.0067223918395,-1.64099942645339 55.0059508184652,-1.63860878739954 55.0022913561756))",,"8310",E01008374,Newcastle upon Tyne 008B,"422955","567740",-1.64267,55.0037,2681.76563607,256323.235183716,2681.76563607304
"POLYGON ((-1.65090901091854 55.0067003468859,-1.65133315655712 55.0056201441619,-1.65248991738963 55.0051131102302,-1.65171874350129 55.0037683680636,-1.6508318935297 55.0007702543806,-1.64686034800476 55.0023574910363,-1.64632052628292 55.0007261644734,-1.64817134361494 55.0002411754953,-1.64901963489211 54.9993814223068,-1.65245135869521 54.9987421186538,-1.65449496949931 54.9977721406975,-1.6551504673044 54.9989184782822,-1.65711696071966 54.998830298468,-1.65896777805168 55.0015197828013,-1.657425430275 55.00138751308,-1.65630722813691 55.0027983901073,-1.65784957591358 55.0037683680636,-1.65935336499584 55.0042092671346,-1.66035589105068 55.0060389982794,-1.65904489544051 55.0061933129542,-1.65345388475006 55.0067223918395,-1.65090901091854 55.0067003468859))",,"8311",E01008375,Newcastle upon Tyne 008C,"422272","567515",-1.65337,55.0017,4813.86531801,431071.323867798,4813.8653180145
"POLYGON ((-1.64686034800476 55.0023574910363,-1.6508318935297 55.0007702543806,-1.65171874350129 55.0037683680636,-1.65248991738963 55.0051131102302,-1.65133315655712 55.0056201441619,-1.65090901091854 55.0067003468859,-1.64689890669918 55.0064358074433,-1.64620485019967 55.0050690203231,-1.64666755453268 55.0040108625526,-1.64574214586667 55.0027983901073,-1.64686034800476 55.0023574910363))",,"8312",E01008376,Newcastle upon Tyne 008D,"422503","567749",-1.64974,55.0038,2751.84686847,197866.682693481,2751.84686846766
"POLYGON ((-1.65711696071966 54.998830298468,-1.65673137377549 54.997551691162,-1.65831228024659 54.9971328370445,-1.65997030410652 54.9957660499243,-1.65950759977351 54.9940024536402,-1.66112706493902 54.9948622068287,-1.66301644096545 54.9966037581593,-1.66502149307513 54.9992491525855,-1.66714222126806 55.0017181873833,-1.6608571540781 55.002467715804,-1.65950759977351 55.002467715804,-1.65892921935726 55.0032613341319,-1.65935336499584 55.0042092671346,-1.65784957591358 55.0037683680636,-1.65630722813691 55.0027983901073,-1.657425430275 55.00138751308,-1.65896777805168 55.0015197828013,-1.65711696071966 54.998830298468))",,"8313",E01008377,Newcastle upon Tyne 008E,"421737","567194",-1.66175,54.9989,3344.62617433,362493.298095703,3344.62617432989
"POLYGON ((-1.63552409184618 55.0003514002631,-1.63112840068265 54.9992491525855,-1.62939325943389 54.9963612636702,-1.63162966371007 54.9963392187167,-1.63178389848774 54.9952590159927,-1.63348048104209 54.9955676453424,-1.63382750929184 54.9967360278806,-1.63779905481678 54.9972430618123,-1.63887869826046 54.9970226122768,-1.63999690039855 54.9977941856511,-1.63922572651021 54.9993814223068,-1.64188627642498 54.9988523434216,-1.64250321553565 54.999469602121,-1.64419979808999 54.9995577819352,-1.64423835678441 55.0004395800773,-1.64072951559247 55.0015418277549,-1.63864734609396 55.0013654681264,-1.63845455262187 55.0021149965472,-1.63729779178936 55.0010347938232,-1.63552409184618 55.0003514002631))",,"8314",E01008378,Newcastle upon Tyne 006D,"423434","567184",-1.63523,54.9987,3955.56117999,319808.064727783,3955.56117998824
"POLYGON ((-1.64632052628292 55.0007261644734,-1.64423835678441 55.0004395800773,-1.64419979808999 54.9995577819352,-1.64250321553565 54.999469602121,-1.64188627642498 54.9988523434216,-1.63922572651021 54.9993814223068,-1.63999690039855 54.9977941856511,-1.63887869826046 54.9970226122768,-1.63779905481678 54.9972430618123,-1.63382750929184 54.9967360278806,-1.63348048104209 54.9955676453424,-1.63178389848774 54.9952590159927,-1.63162966371007 54.9963392187167,-1.62939325943389 54.9963612636702,-1.62862208554555 54.9951047013178,-1.63028010940548 54.9944653976648,-1.63814608306654 54.9891305189053,-1.64161636556406 54.9914452390282,-1.6453565589225 54.9932529252195,-1.64851837186469 54.9943992628042,-1.65087045222412 54.9961628590883,-1.65449496949931 54.9977721406975,-1.65245135869521 54.9987421186538,-1.64901963489211 54.9993814223068,-1.64817134361494 55.0002411754953,-1.64632052628292 55.0007261644734))",,"8315",E01008379,Newcastle upon Tyne 008F,"423179","566775",-1.63925,54.995,5883.72343673,921794.097808838,5883.72343673424
"POLYGON ((-1.65449496949931 54.9977721406975,-1.65087045222412 54.9961628590883,-1.64851837186469 54.9943992628042,-1.6453565589225 54.9932529252195,-1.64161636556406 54.9914452390282,-1.63814608306654 54.9891305189053,-1.63860878739954 54.9887337097414,-1.64319727203515 54.9897036876977,-1.64597349803317 54.989835957419,-1.65511190860998 54.9894391482551,-1.65676993246991 54.9899241372332,-1.65665425638666 54.9918420481922,-1.65950759977351 54.9940024536402,-1.65997030410652 54.9957660499243,-1.65831228024659 54.9971328370445,-1.65673137377549 54.997551691162,-1.65711696071966 54.998830298468,-1.6551504673044 54.9989184782822,-1.65449496949931 54.9977721406975))",,"8316",E01008380,Newcastle upon Tyne 008G,"422283","566640",-1.65326,54.9939,4267.16974908,697683.372161865,4267.16974907905
"POLYGON ((-1.71742275878774 54.9894832381622,-1.71241012851354 54.9884030354381,-1.7073203808505 54.9876314620638,-1.70693479390633 54.9864189896185,-1.70893984601601 54.9853387868945,-1.71198598287495 54.9850742474518,-1.71379824151254 54.9839499548207,-1.71537914798364 54.9828697520967,-1.71746131748215 54.9829579319109,-1.7218955673401 54.9821422686295,-1.72447899986603 54.981921819094,-1.72428620639395 54.9836854153781,-1.72347647381119 54.9840601795885,-1.72602134764271 54.9869921584108,-1.72567431939296 54.988358945531,-1.72590567155946 54.9901004968616,-1.72374638467211 54.9897036876977,-1.72320656295027 54.9914672839818,-1.71742275878774 54.9894832381622))",,"8317",E01008381,Newcastle upon Tyne 021A,"418246","565823",-1.71641,54.9867,4187.53652171,730496.742172241,4187.53652171274
"POLYGON ((-1.70570091568499 54.9803566273918,-1.70705046998958 54.9779537274547,-1.71017372423735 54.9778655476405,-1.71167751331961 54.9791221099929,-1.7118703067917 54.9805770769273,-1.7121016589582 54.9826493025612,-1.71379824151254 54.9839499548207,-1.71198598287495 54.9850742474518,-1.70893984601601 54.9853387868945,-1.70797587865559 54.9844569887524,-1.71021228293177 54.9839499548207,-1.70951822643227 54.9833767860284,-1.70693479390633 54.983002021818,-1.7048140657134 54.9817454594656,-1.70570091568499 54.9803566273918))",,"8318",E01008382,Newcastle upon Tyne 021B,"418702","565148",-1.70933,54.9806,3104.25194505,259309.792785645,3104.25194505062
"POLYGON ((-1.7118703067917 54.9805770769273,-1.7168829370659 54.9800259530885,-1.71807825659282 54.9788134806432,-1.72039177825784 54.9777332779192,-1.7266768454478 54.9788796155039,-1.72447899986603 54.981921819094,-1.7218955673401 54.9821422686295,-1.71746131748215 54.9829579319109,-1.71537914798364 54.9828697520967,-1.71379824151254 54.9839499548207,-1.7121016589582 54.9826493025612,-1.7118703067917 54.9805770769273))",,"8319",E01008383,Newcastle upon Tyne 021C,"418106","565175",-1.71864,54.9809,2974.14758449,351507.36579895,2974.14758448842
"POLYGON ((-1.69378627911016 54.9849419777305,-1.69428754213758 54.9841704043562,-1.69694809205235 54.9848097080092,-1.69887602677319 54.9856915061513,-1.69922305502295 54.9847656181021,-1.69852899852344 54.983839730053,-1.70022558107779 54.9837074603317,-1.70068828541079 54.9817675044191,-1.7020763984098 54.9805109420667,-1.7043513613804 54.9811061558126,-1.70570091568499 54.9803566273918,-1.7048140657134 54.9817454594656,-1.70693479390633 54.983002021818,-1.70951822643227 54.9833767860284,-1.71021228293177 54.9839499548207,-1.70797587865559 54.9844569887524,-1.70893984601601 54.9853387868945,-1.70693479390633 54.9864189896185,-1.7073203808505 54.9876314620638,-1.70570091568499 54.9873669226212,-1.69941584849503 54.9862205850365,-1.69378627911016 54.9849419777305))",,"8320",E01008384,Newcastle upon Tyne 021D,"419160","565488",-1.70215,54.9836,4306.83449376,370974.92199707,4306.83449376395
"POLYGON ((-1.71017372423735 54.9778655476405,-1.70882416993276 54.9772923788482,-1.70909408079368 54.9756169623782,-1.70847714168301 54.9745808495613,-1.71260292198562 54.975727187146,-1.71580329362222 54.9760137715422,-1.72039177825784 54.9777332779192,-1.71807825659282 54.9788134806432,-1.7168829370659 54.9800259530885,-1.7118703067917 54.9805770769273,-1.71167751331961 54.9791221099929,-1.71017372423735 54.9778655476405))",,"8321",E01008385,Newcastle upon Tyne 021E,"418334","564813",-1.7151,54.9776,2927.19634141,256432.560699463,2927.19634141432
"POLYGON ((-1.69428754213758 54.9841704043562,-1.69606124208076 54.9816352346978,-1.69717944421885 54.9806873016951,-1.69760358985744 54.979563009064,-1.69783494202394 54.9754846926569,-1.70064972671637 54.9769617045449,-1.69983999413362 54.9787032558755,-1.70169081146563 54.9792323347607,-1.7020763984098 54.9805109420667,-1.70068828541079 54.9817675044191,-1.70022558107779 54.9837074603317,-1.69852899852344 54.983839730053,-1.69922305502295 54.9847656181021,-1.69887602677319 54.9856915061513,-1.69694809205235 54.9848097080092,-1.69428754213758 54.9841704043562))",,"8322",E01008386,Newcastle upon Tyne 021F,"419398","565073",-1.69846,54.9799,3451.05782188,249192.336608887,3451.05782187793
"POLYGON ((-1.7020763984098 54.9805109420667,-1.70169081146563 54.9792323347607,-1.69983999413362 54.9787032558755,-1.70064972671637 54.9769617045449,-1.69783494202394 54.9754846926569,-1.69721800291327 54.9738974560012,-1.69741079638535 54.9709434322253,-1.70199928102097 54.972530668881,-1.70377298096414 54.971252061575,-1.70500685918549 54.9710536569931,-1.70762885040584 54.9699514093155,-1.70967246120993 54.9680555433101,-1.71194742418053 54.9675044194713,-1.71626599795523 54.9676807790997,-1.72062313042434 54.9682759928456,-1.72482602811579 54.9699073194084,-1.72578999547621 54.9711197918537,-1.72490314550462 54.973610871605,-1.72625269980921 54.9754185577963,-1.72802639975239 54.9760799064028,-1.72656116936455 54.9774687384766,-1.72733234325289 54.9781962219438,-1.7266768454478 54.9788796155039,-1.72039177825784 54.9777332779192,-1.71580329362222 54.9760137715422,-1.71260292198562 54.975727187146,-1.70847714168301 54.9745808495613,-1.70909408079368 54.9756169623782,-1.70882416993276 54.9772923788482,-1.71017372423735 54.9778655476405,-1.70705046998958 54.9779537274547,-1.70570091568499 54.9803566273918,-1.7043513613804 54.9811061558126,-1.7020763984098 54.9805109420667))",,"8323",E01008387,Newcastle upon Tyne 021G,"418110","564448",-1.71862,54.9743,9304.63477209,1649119.79153442,9304.63477209347
"POLYGON ((-1.56222401375961 54.9756390073318,-1.5592549942895 54.9741840403974,-1.55929355298392 54.9741179055367,-1.55871517256767 54.9723543092526,-1.55929355298392 54.9719575000887,-1.56484600497996 54.9715166010176,-1.56546294409063 54.9717811404603,-1.56592564842363 54.9737651862799,-1.56762223097798 54.9736770064657,-1.56804637661656 54.9757933220067,-1.56600276581247 54.9759917265886,-1.56523159192413 54.975528782564,-1.56222401375961 54.9756390073318))",,"8324",E01008388,Newcastle upon Tyne 028A,"428045","564436",-1.56342,54.9738,2364.37371609,197622.495269775,2364.37371608524
"POLYGON ((-1.55759697042958 54.9691137010805,-1.55698003131891 54.9671517002144,-1.55694147262449 54.9671517002144,-1.55875373126208 54.9672398800287,-1.56041175512201 54.9664021717937,-1.5653858267018 54.9675264644248,-1.56480744628554 54.9682319029385,-1.56546294409063 54.9717370505532,-1.56546294409063 54.9717811404603,-1.56484600497996 54.9715166010176,-1.55929355298392 54.9719575000887,-1.55871517256767 54.9723543092526,-1.55759697042958 54.9691137010805))",,"8325",E01008389,Newcastle upon Tyne 028B,"428189","563929",-1.56122,54.9692,2463.76007436,250261.59437561,2463.76007436061
"POLYGON ((-1.55694147262449 54.9671517002144,-1.5560546226529 54.9646606204631,-1.55547624223665 54.9621034058511,-1.5567486791524 54.9611334278949,-1.56079734206618 54.9631174737145,-1.56554006147946 54.964616530556,-1.56492312236879 54.9661155873975,-1.5653858267018 54.9675264644248,-1.56041175512201 54.9664021717937,-1.55875373126208 54.9672398800287,-1.55694147262449 54.9671517002144))",,"8326",E01008390,Newcastle upon Tyne 030A,"428245","563388",-1.5604,54.9643,2959.23137343,282609.922332764,2959.23137343007
"POLYGON ((-1.5592549942895 54.9741840403974,-1.56222401375961 54.9756390073318,-1.56064310728851 54.975727187146,-1.56072022467735 54.9770498843591,-1.56368924414745 54.9767853449165,-1.5660798832013 54.9782403118509,-1.56615700059013 54.9795850540175,-1.56476888759112 54.9802684475776,-1.55956346384484 54.9791661999,-1.55871517256767 54.9803566273918,-1.55728850087424 54.9805550319738,-1.55609318134732 54.9777112329656,-1.5592549942895 54.9741840403974))",,"8327",E01008391,Newcastle upon Tyne 026E,"428233","564840",-1.56044,54.9774,3260.55342656,243523.884277344,3260.55342655809
